generation	phenotype	value
PRP	ovarno	31.0
PRP	winglength	1.941
PRP	devL1A	9.5
PRP	devL1LP	5.5
PRP	devLPA	4
PPS	mass	1.8
PPS	eggsize	124.28646483485065
PPS	ovarno	32.0
PPS	winglength	1.941
PPS	devL1A	10.5
PPS	devL1LP	5.5
PPS	devLPA	5
RRS	mass	1.4
RRS	eggsize	150.973403726135
RRS	winglength	1.943
RRS	devL1A	8.5
RRS	devL1LP	5.5
RRS	devLPA	3
PSP	mass	1.3
PSP	eggsize	146.61658201389866
PSP	ovarno	31.0
PSP	winglength	1.944
PSP	devL1A	8.5
PSP	devL1LP	4.5
PSP	devLPA	4
PSP	mass	1.2
PSP	eggsize	122.48680248168908
PSP	winglength	1.944
PSP	devL1A	10.5
PSP	devL1LP	5.5
PSP	devLPA	5
RPP	mass	1.2
RPP	eggsize	172.12247851474967
RPP	ovarno	28.0
RPP	winglength	1.945
RPP	devL1A	11.5
RPP	devL1LP	7.5
RPP	devLPA	4
PSP	mass	1.1
PSP	eggsize	97.76398978691253
PSP	ovarno	31.0
PSP	winglength	1.945
PSP	devL1A	12.5
PSP	devL1LP	7.5
PSP	devLPA	5
PSP	mass	1.3
PSP	eggsize	198.5964622608623
PSP	winglength	1.945
PSP	devL1A	10.5
PSP	devL1LP	6.5
PSP	devLPA	4
PPP	mass	1.3
PPP	eggsize	88.98470773165752
PPP	ovarno	30.0
PPP	winglength	1.946
PPP	devL1A	10.5
PPP	devL1LP	6.5
PPP	devLPA	4
PRP	mass	1.3
PRP	eggsize	117.10084299548005
PRP	winglength	1.946
PRP	devL1A	10.5
PRP	devL1LP	6.5
PRP	devLPA	4
RRP	mass	1.1
RRP	eggsize	179.03482280194788
RRP	winglength	1.947
RRP	devL1A	10.5
RRP	devL1LP	6.5
RRP	devLPA	4
RRR	mass	1.2
RRR	eggsize	143.73932357518584
RRR	winglength	1.948
RRR	devL1A	8.5
RRR	devL1LP	3.5
RRR	devLPA	5
RPP	mass	1.3
RPP	eggsize	218.25108750398795
RPP	ovarno	34.0
RPP	winglength	1.949
RPP	devL1A	8.5
RPP	devL1LP	4.5
RPP	devLPA	4
RPR	mass	1.4
RPR	eggsize	233.58463034664356
RPR	ovarno	36.0
RPR	winglength	1.949
RPR	devL1A	8.5
RPR	devL1LP	4.5
RPR	devLPA	4
PSS	mass	1.6
PSS	eggsize	119.95732611038532
PSS	winglength	1.949
PSS	devL1A	10.5
PSS	devL1LP	5.5
PSS	devLPA	5
RRR	mass	1.4
RRR	eggsize	299.765307526227
RRR	winglength	1.949
RRR	devL1A	8.5
RRR	devL1LP	4.5
RRR	devLPA	4
RSS	mass	1.5
RSS	eggsize	79.33093135067196
RSS	winglength	1.949
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
PRP	mass	1.3
PRP	eggsize	174.58781193881384
PRP	ovarno	30.0
PRP	winglength	1.95
PRP	devL1A	10.5
PRP	devL1LP	6.5
PRP	devLPA	4
PPP	mass	1.2
PPP	eggsize	154.83509754581368
PPP	ovarno	34.0
PPP	winglength	1.95
PPP	devL1A	10.5
PPP	devL1LP	5.5
PPP	devLPA	5
RPP	mass	1.1
RPP	eggsize	146.94948647225547
RPP	ovarno	34.0
RPP	winglength	1.95
RPP	devL1A	9.5
RPP	devL1LP	5.5
RPP	devLPA	4
SSS	mass	1.5
SSS	eggsize	165.38434266094762
SSS	ovarno	36.0
SSS	winglength	1.95
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
RSS	mass	1.7
RSS	eggsize	91.57384314734233
RSS	ovarno	37.0
RSS	winglength	1.95
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
PPP	mass	1.4
PPP	eggsize	126.78285620102906
PPP	winglength	1.95
PPP	devL1A	10.5
PPP	devL1LP	5.5
PPP	devLPA	5
RPP	mass	1.2
RPP	eggsize	98.068326583668
RPP	ovarno	26.0
RPP	winglength	1.951
RPP	devL1A	10.5
RPP	devL1LP	6.5
RPP	devLPA	4
RPR	mass	1.0
RPR	eggsize	160.3780025905941
RPR	ovarno	49.0
RPR	winglength	1.951
RPR	devL1A	6.5
RPR	devL1LP	1.5
RPR	devLPA	5
PSS	mass	1.4
PSS	eggsize	121.87724495319166
PSS	winglength	1.951
PSS	devL1A	10.5
PSS	devL1LP	5.5
PSS	devLPA	5
RPR	mass	1.5
RPR	eggsize	291.4859580613918
RPR	winglength	1.951
RPR	devL1A	8.5
RPR	devL1LP	4.5
RPR	devLPA	4
PRR	mass	1.4
PRR	eggsize	86.75629227770622
PRR	ovarno	37.0
PRR	winglength	1.952
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RRP	mass	1.0
RRP	eggsize	129.8526326276865
RRP	winglength	1.952
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
SSS	mass	1.4
SSS	eggsize	120.27991688832753
SSS	ovarno	38.0
SSS	winglength	1.953
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
PRP	mass	1.4
PRP	eggsize	152.0357175027445
PRP	winglength	1.953
PRP	devL1A	9.5
PRP	devL1LP	5.5
PRP	devLPA	4
PSP	mass	1.2
PSP	eggsize	115.10624696490723
PSP	winglength	1.953
PSP	devL1A	10.5
PSP	devL1LP	5.5
PSP	devLPA	5
RRS	mass	1.8
RRS	eggsize	117.05226259559606
RRS	ovarno	32.0
RRS	winglength	1.955
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
PPR	mass	1.6
PPR	eggsize	96.10697254283086
PPR	ovarno	36.0
PPR	winglength	1.955
PPR	devL1A	8.5
PPR	devL1LP	4.5
PPR	devLPA	4
PRP	mass	1.3
PRP	eggsize	144.80542138423817
PRP	winglength	1.956
PRP	devL1A	10.5
PRP	devL1LP	6.5
PRP	devLPA	4
PSS	mass	1.3
PSS	eggsize	186.36348064192134
PSS	winglength	1.956
PSS	devL1A	10.5
PSS	devL1LP	5.5
PSS	devLPA	5
PSP	mass	1.3
PSP	eggsize	211.906252566285
PSP	ovarno	24.0
PSP	winglength	1.957
PSP	devL1A	9.5
PSP	devL1LP	5.5
PSP	devLPA	4
PRP	mass	1.4
PRP	eggsize	176.54848116719177
PRP	ovarno	32.0
PRP	winglength	1.957
PRP	devL1A	10.5
PRP	devL1LP	6.5
PRP	devLPA	4
RPP	mass	1.1
RPP	eggsize	124.91179318189465
RPP	ovarno	34.0
RPP	winglength	1.957
RPP	devL1A	10.5
RPP	devL1LP	6.5
RPP	devLPA	4
PSS	mass	1.5
PSS	eggsize	66.81998734140933
PSS	ovarno	39.0
PSS	winglength	1.957
PSS	devL1A	10.5
PSS	devL1LP	5.5
PSS	devLPA	5
PSS	mass	1.6
PSS	eggsize	118.86293288956907
PSS	winglength	1.957
PSS	devL1A	10.5
PSS	devL1LP	5.5
PSS	devLPA	5
RPP	mass	1.1
RPP	eggsize	205.11145597140901
RPP	ovarno	31.0
RPP	winglength	1.958
RPP	devL1A	9.5
RPP	devL1LP	5.5
RPP	devLPA	4
RRP	mass	1.3
RRP	eggsize	143.40928122675956
RRP	ovarno	32.0
RRP	winglength	1.958
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
RRP	mass	0.9
RRP	eggsize	94.80381485307518
RRP	winglength	1.958
RRP	devL1A	10.5
RRP	devL1LP	6.5
RRP	devLPA	4
RRS	mass	1.3
RRS	eggsize	168.23381932372982
RRS	ovarno	36.0
RRS	winglength	1.959
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
PPP	mass	1.3
PPP	eggsize	187.307379604258
PPP	winglength	1.959
PPP	devL1A	10.5
PPP	devL1LP	5.5
PPP	devLPA	5
PPR	mass	1.5
PPR	eggsize	128.299023714664
PPR	ovarno	43.0
PPR	winglength	1.96
PPR	devL1A	8.5
PPR	devL1LP	4.5
PPR	devLPA	4
PRP	mass	1.6
PRP	eggsize	181.7176124341254
PRP	ovarno	35.0
PRP	winglength	1.961
PRP	devL1A	10.5
PRP	devL1LP	5.5
PRP	devLPA	5
PRR	mass	1.5
PRR	eggsize	126.89111408847249
PRR	winglength	1.962
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
PSP	mass	1.3
PSP	eggsize	142.7291124375265
PSP	winglength	1.962
PSP	devL1A	12.5
PSP	devL1LP	6.5
PSP	devLPA	6
RRP	mass	1.4
RRP	eggsize	127.45070573322663
RRP	winglength	1.962
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
RRS	mass	1.5
RRS	eggsize	201.90966282011004
RRS	ovarno	35.0
RRS	winglength	1.963
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
RPP	mass	1.2
RPP	eggsize	220.42438153296814
RPP	winglength	1.963
RPP	devL1A	11.5
RPP	devL1LP	7.5
RPP	devLPA	4
PRP	mass	1.3
PRP	eggsize	191.84493260799903
PRP	winglength	1.964
PRP	devL1A	9.5
PRP	devL1LP	5.5
PRP	devLPA	4
PSS	mass	1.6
PSS	eggsize	130.33018717951225
PSS	winglength	1.964
PSS	devL1A	9.5
PSS	devL1LP	5.5
PSS	devLPA	4
RPP	mass	1.1
RPP	eggsize	200.27952993638775
RPP	ovarno	35.0
RPP	winglength	1.965
RPP	devL1A	9.6
RPP	devL1LP	5.6
RPP	devLPA	4
PRR	mass	1.6
PRR	eggsize	195.8668190670549
PRR	ovarno	38.0
PRR	winglength	1.965
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
PRP	mass	1.1
PRP	eggsize	159.47567906615245
PRP	winglength	1.965
PRP	devL1A	9.5
PRP	devL1LP	5.5
PRP	devLPA	4
PSS	mass	1.7
PSS	eggsize	168.73065033779068
PSS	winglength	1.965
PSS	devL1A	11.5
PSS	devL1LP	5.5
PSS	devLPA	6
RPP	mass	1.2
RPP	eggsize	150.8614695301874
RPP	winglength	1.966
RPP	devL1A	8.5
RPP	devL1LP	4.5
RPP	devLPA	4
PPP	mass	1.5
PPP	eggsize	114.03068659832525
PPP	ovarno	33.0
PPP	winglength	1.967
PPP	devL1A	10.5
PPP	devL1LP	5.5
PPP	devLPA	5
PSP	mass	1.4
PSP	eggsize	140.3376650246479
PSP	ovarno	34.0
PSP	winglength	1.967
PSP	devL1A	10.5
PSP	devL1LP	6.5
PSP	devLPA	4
RRP	mass	1.1
RRP	eggsize	172.41510984861472
RRP	winglength	1.967
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
RRP	mass	1.4
RRP	eggsize	108.89257574116115
RRP	ovarno	32.0
RRP	winglength	1.968
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
RRP	mass	1.2
RRP	eggsize	151.50124142351032
RRP	ovarno	33.0
RRP	winglength	1.968
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
PSS	mass	1.4
PSS	eggsize	186.02321435803026
PSS	winglength	1.968
PSS	devL1A	10.5
PSS	devL1LP	5.5
PSS	devLPA	5
PPS	mass	1.5
PPS	eggsize	241.43797523302072
PPS	ovarno	34.0
PPS	winglength	1.969
PPS	devL1A	10.5
PPS	devL1LP	4.5
PPS	devLPA	6
RRP	mass	1.2
RRP	eggsize	190.1884767049896
RRP	winglength	1.969
RRP	devL1A	10.5
RRP	devL1LP	6.5
RRP	devLPA	4
PRP	mass	1.1
PRP	eggsize	207.75239801552152
PRP	ovarno	22.0
PRP	winglength	1.97
PRP	devL1A	11.5
PRP	devL1LP	6.5
PRP	devLPA	5
RPP	mass	1.5
RPP	eggsize	198.19078190219827
RPP	ovarno	34.0
RPP	winglength	1.97
RPP	devL1A	8.5
RPP	devL1LP	4.5
RPP	devLPA	4
RRP	mass	1.2
RRP	eggsize	110.04621713890316
RRP	ovarno	34.0
RRP	winglength	1.97
RRP	devL1A	8.5
RRP	devL1LP	4.5
RRP	devLPA	4
RSS	mass	1.4
RSS	eggsize	84.21881034577716
RSS	winglength	1.97
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
RSS	mass	1.4
RSS	eggsize	128.93239067544042
RSS	ovarno	31.0
RSS	winglength	1.971
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
PPS	mass	1.5
PPS	eggsize	61.63762418176685
PPS	winglength	1.971
PPS	devL1A	10.5
PPS	devL1LP	5.5
PPS	devLPA	5
PRP	mass	1.5
PRP	eggsize	117.21118685799986
PRP	winglength	1.971
PRP	devL1A	10.5
PRP	devL1LP	5.5
PRP	devLPA	5
PRP	mass	1.5
PRP	eggsize	161.87399879152082
PRP	winglength	1.972
PRP	devL1A	11.5
PRP	devL1LP	6.5
PRP	devLPA	5
RRP	mass	1.2
RRP	eggsize	156.35601336796432
RRP	winglength	1.972
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
RPP	mass	1.2
RPP	eggsize	232.28219499433789
RPP	ovarno	30.0
RPP	winglength	1.973
RPP	devL1A	10.5
RPP	devL1LP	6.5
RPP	devLPA	4
PPS	mass	1.4
PPS	eggsize	109.17433704386426
PPS	ovarno	34.0
PPS	winglength	1.974
PPS	devL1A	8.5
PPS	devL1LP	5.5
PPS	devLPA	3
SSS	mass	1.6
SSS	eggsize	120.6958177042994
SSS	ovarno	35.0
SSS	winglength	1.974
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
PSP	mass	1.5
PSP	eggsize	112.64926934292902
PSP	ovarno	29.0
PSP	winglength	1.975
PSP	devL1A	10.5
PSP	devL1LP	6.5
PSP	devLPA	4
PRR	mass	1.7
PRR	eggsize	107.06955980922366
PRR	ovarno	39.0
PRR	winglength	1.975
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
PSS	mass	1.2
PSS	eggsize	182.24115873533069
PSS	winglength	1.975
PSS	devL1A	9.5
PSS	devL1LP	5.5
PSS	devLPA	4
RPP	mass	1.5
RPP	eggsize	170.72423841758885
RPP	ovarno	34.0
RPP	winglength	1.976
RPP	devL1A	8.5
RPP	devL1LP	4.5
RPP	devLPA	4
RPP	mass	1.3
RPP	eggsize	47.21429505258483
RPP	ovarno	36.0
RPP	winglength	1.976
RPP	devL1A	9.6
RPP	devL1LP	5.6
RPP	devLPA	4
RRS	mass	1.6
RRS	eggsize	105.18012936755864
RRS	winglength	1.976
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
RRS	mass	1.9
RRS	eggsize	164.65061859318755
RRS	winglength	1.976
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
RSS	mass	1.6
RSS	eggsize	102.65736774378135
RSS	ovarno	36.0
RSS	winglength	1.977
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
RRS	mass	1.7
RRS	eggsize	176.85413418934428
RRS	ovarno	39.0
RRS	winglength	1.977
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
RSR	mass	1.8
RSR	eggsize	152.76866043299924
RSR	ovarno	40.0
RSR	winglength	1.977
RSR	devL1A	8.5
RSR	devL1LP	3.5
RSR	devLPA	5
RRS	mass	1.6
RRS	eggsize	198.50543422093565
RRS	winglength	1.977
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
RSS	mass	1.3
RSS	eggsize	141.534732819306
RSS	ovarno	22.0
RSS	winglength	1.979
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
RPR	mass	1.7
RPR	eggsize	131.57261867834077
RPR	ovarno	36.0
RPR	winglength	1.979
RPR	devL1A	7.5
RPR	devL1LP	3.5
RPR	devLPA	4
PPS	mass	1.4
PPS	eggsize	154.1830048719587
PPS	ovarno	20.0
PPS	winglength	1.98
PPS	devL1A	9.5
PPS	devL1LP	5.5
PPS	devLPA	4
RRS	mass	1.4
RRS	eggsize	109.0921451357384
RRS	winglength	1.98
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
RPR	mass	1.3
RPR	eggsize	186.86729904334345
RPR	winglength	1.981
RPR	devL1A	8.5
RPR	devL1LP	4.5
RPR	devLPA	4
RRP	mass	1.7
RRP	eggsize	196.99910803854655
RRP	winglength	1.981
RRP	devL1A	10.5
RRP	devL1LP	5.5
RRP	devLPA	5
PRP	mass	1.5
PRP	eggsize	145.01261989201595
PRP	ovarno	24.0
PRP	winglength	1.982
PRP	devL1A	10.5
PRP	devL1LP	5.5
PRP	devLPA	5
PSP	mass	1.4
PSP	eggsize	204.64776895613005
PSP	ovarno	26.0
PSP	winglength	1.982
PSP	devL1A	9.5
PSP	devL1LP	5.5
PSP	devLPA	4
RRP	mass	1.5
RRP	eggsize	120.35571197459394
RRP	ovarno	33.0
RRP	winglength	1.982
RRP	devL1A	10.5
RRP	devL1LP	6.5
RRP	devLPA	4
PPP	mass	1.3
PPP	eggsize	95.90431831410598
PPP	ovarno	33.0
PPP	winglength	1.983
PPP	devL1A	11.5
PPP	devL1LP	6.5
PPP	devLPA	5
RSS	mass	1.7
RSS	eggsize	175.9623077113716
RSS	ovarno	35.0
RSS	winglength	1.984
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
SSS	mass	1.4
SSS	eggsize	179.49507174959
SSS	ovarno	35.0
SSS	winglength	1.984
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
RRS	mass	1.5
RRS	eggsize	160.9337551224999
RRS	ovarno	38.0
RRS	winglength	1.984
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
PRP	mass	1.3
PRP	eggsize	165.4207512565246
PRP	winglength	1.984
PRP	devL1A	10.5
PRP	devL1LP	5.5
PRP	devLPA	5
RRS	mass	1.6
RRS	eggsize	196.3047827576861
RRS	ovarno	39.0
RRS	winglength	1.985
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
PRR	mass	1.5
PRR	eggsize	129.84692086376936
PRR	ovarno	32.0
PRR	winglength	1.986
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
SSS	mass	1.5
SSS	eggsize	235.31108632753003
SSS	ovarno	36.0
SSS	winglength	1.986
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
PPP	mass	1.5
PPP	eggsize	130.92181325261515
PPP	winglength	1.986
PPP	devL1A	9.5
PPP	devL1LP	5.5
PPP	devLPA	4
PSS	mass	1.5
PSS	eggsize	152.32537128090382
PSS	winglength	1.986
PSS	devL1A	9.5
PSS	devL1LP	5.5
PSS	devLPA	4
RRR	mass	2.1
RRR	eggsize	162.90543815721898
RRR	winglength	1.986
RRR	devL1A	7.5
RRR	devL1LP	3.5
RRR	devLPA	4
PSP	mass	1.0
PSP	eggsize	95.29751762202241
PSP	winglength	1.987
PSP	devL1A	10.5
PSP	devL1LP	6.5
PSP	devLPA	4
SSS	mass	1.6
SSS	eggsize	189.20376019969657
SSS	winglength	1.987
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
RPP	mass	1.3
RPP	eggsize	135.6151955274812
RPP	ovarno	33.0
RPP	winglength	1.988
RPP	devL1A	10.5
RPP	devL1LP	6.5
RPP	devLPA	4
RRS	mass	1.6
RRS	eggsize	243.41164886073074
RRS	ovarno	34.0
RRS	winglength	1.988
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
RPR	mass	1.4
RPR	eggsize	125.46012012477024
RPR	ovarno	36.0
RPR	winglength	1.988
RPR	devL1A	6.5
RPR	devL1LP	2.5
RPR	devLPA	4
RSS	mass	1.3
RSS	eggsize	127.60135227694221
RSS	ovarno	36.0
RSS	winglength	1.988
RSS	devL1A	10.5
RSS	devL1LP	6.5
RSS	devLPA	4
RSS	mass	1.4
RSS	eggsize	167.3695304207271
RSS	winglength	1.988
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
RRS	mass	1.3
RRS	eggsize	166.1368141382605
RRS	ovarno	28.0
RRS	winglength	1.989
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
PRP	mass	1.3
PRP	eggsize	153.56036419486782
PRP	ovarno	33.0
PRP	winglength	1.989
PRP	devL1A	9.5
PRP	devL1LP	5.5
PRP	devLPA	4
RRS	mass	1.5
RRS	eggsize	191.71056750010735
RRS	ovarno	37.0
RRS	winglength	1.989
RRS	devL1A	9.5
RRS	devL1LP	6.5
RRS	devLPA	3
RPP	mass	1.5
RPP	eggsize	111.71231271626579
RPP	winglength	1.989
RPP	devL1A	9.5
RPP	devL1LP	6.5
RPP	devLPA	3
RRP	mass	1.5
RRP	eggsize	93.36937622269963
RRP	ovarno	30.0
RRP	winglength	1.99
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
PPS	mass	1.4
PPS	eggsize	253.0789929835848
PPS	winglength	1.99
PPS	devL1A	9.5
PPS	devL1LP	5.5
PPS	devLPA	4
RSS	mass	1.3
RSS	eggsize	105.41127487422686
RSS	ovarno	24.0
RSS	winglength	1.991
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
RRP	mass	1.3
RRP	eggsize	180.3312423596634
RRP	ovarno	28.0
RRP	winglength	1.991
RRP	devL1A	8.5
RRP	devL1LP	4.5
RRP	devLPA	4
RRP	mass	1.2
RRP	eggsize	106.93092387086764
RRP	ovarno	31.0
RRP	winglength	1.991
RRP	devL1A	8.5
RRP	devL1LP	4.5
RRP	devLPA	4
RSS	mass	1.3
RSS	eggsize	72.4303533249141
RSS	ovarno	33.0
RSS	winglength	1.991
RSS	devL1A	8.5
RSS	devL1LP	5.5
RSS	devLPA	3
RSS	mass	1.6
RSS	eggsize	109.25216654380074
RSS	ovarno	34.0
RSS	winglength	1.991
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
PSP	mass	1.4
PSP	eggsize	209.21352685020798
PSP	winglength	1.991
PSP	devL1A	10.5
PSP	devL1LP	5.5
PSP	devLPA	5
SSS	mass	1.6
SSS	eggsize	68.93292476451379
SSS	winglength	1.991
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
PSP	mass	1.3
PSP	eggsize	233.2398572518035
PSP	ovarno	33.0
PSP	winglength	1.992
PSP	devL1A	9.5
PSP	devL1LP	6.5
PSP	devLPA	3
PPS	mass	1.8
PPS	eggsize	139.7493161781773
PPS	ovarno	35.0
PPS	winglength	1.992
PPS	devL1A	9.5
PPS	devL1LP	5.5
PPS	devLPA	4
SSS	mass	1.4
SSS	eggsize	207.3248798892796
SSS	ovarno	36.0
SSS	winglength	1.992
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
PPS	mass	1.4
PPS	eggsize	159.58021695992534
PPS	ovarno	38.0
PPS	winglength	1.992
PPS	devL1A	8.5
PPS	devL1LP	5.5
PPS	devLPA	3
RPP	mass	1.3
RPP	eggsize	146.17461477150576
RPP	ovarno	39.0
RPP	winglength	1.992
RPP	devL1A	8.5
RPP	devL1LP	6.5
RPP	devLPA	2
PPS	mass	1.7
PPS	eggsize	209.69322738978224
PPS	winglength	1.992
PPS	devL1A	10.5
PPS	devL1LP	5.5
PPS	devLPA	5
RRS	mass	1.7
RRS	eggsize	130.3314661744637
RRS	winglength	1.992
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
PRR	mass	1.5
PRR	eggsize	178.89714404257012
PRR	ovarno	34.0
PRR	winglength	1.993
PRR	devL1A	8.5
PRR	devL1LP	4.5
PRR	devLPA	4
RRS	mass	1.4
RRS	eggsize	25.582086843746367
RRS	ovarno	40.0
RRS	winglength	1.993
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
SSS	mass	1.4
SSS	eggsize	156.28359511670965
SSS	ovarno	43.0
SSS	winglength	1.993
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
PPS	mass	1.5
PPS	eggsize	137.96870679226114
PPS	winglength	1.993
PPS	devL1A	9.5
PPS	devL1LP	4.5
PPS	devLPA	5
PSP	mass	0.9
PSP	eggsize	249.43112041170448
PSP	winglength	1.993
PSP	devL1A	12.5
PSP	devL1LP	8.5
PSP	devLPA	4
RRP	mass	1.1
RRP	eggsize	138.00384944672783
RRP	winglength	1.993
RRP	devL1A	10.5
RRP	devL1LP	6.5
RRP	devLPA	4
PSS	mass	1.5
PSS	eggsize	185.9085343516474
PSS	ovarno	38.0
PSS	winglength	1.994
PSS	devL1A	9.5
PSS	devL1LP	5.5
PSS	devLPA	4
SSS	mass	1.5
SSS	eggsize	83.52410374591585
SSS	ovarno	38.0
SSS	winglength	1.994
SSS	devL1A	9.5
SSS	devL1LP	5.5
SSS	devLPA	4
PSS	mass	1.6
PSS	eggsize	189.023555825157
PSS	ovarno	23.0
PSS	winglength	1.995
PSS	devL1A	9.5
PSS	devL1LP	5.5
PSS	devLPA	4
RPP	mass	1.3
RPP	eggsize	167.97190237021516
RPP	ovarno	32.0
RPP	winglength	1.995
RPP	devL1A	8.5
RPP	devL1LP	5.5
RPP	devLPA	3
RRS	mass	1.4
RRS	eggsize	165.81763252659744
RRS	ovarno	36.0
RRS	winglength	1.995
RRS	devL1A	9.5
RRS	devL1LP	5.5
RRS	devLPA	4
PSS	mass	1.6
PSS	eggsize	186.87833312535707
PSS	ovarno	28.0
PSS	winglength	1.996
PSS	devL1A	9.5
PSS	devL1LP	5.5
PSS	devLPA	4
RSS	mass	1.4
RSS	eggsize	235.47512757905793
RSS	ovarno	35.0
RSS	winglength	1.996
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
RSS	mass	1.3
RSS	eggsize	174.0045885428521
RSS	ovarno	37.0
RSS	winglength	1.996
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
PPR	mass	1.5
PPR	eggsize	145.41916910148885
PPR	ovarno	47.0
PPR	winglength	1.997
PPR	devL1A	7.5
PPR	devL1LP	4.5
PPR	devLPA	3
RSS	mass	1.3
RSS	eggsize	207.2396798712009
RSS	ovarno	34.0
RSS	winglength	1.998
RSS	devL1A	9.5
RSS	devL1LP	5.5
RSS	devLPA	4
PSP	mass	1.2
PSP	eggsize	219.77669810747358
PSP	ovarno	41.0
PSP	winglength	1.998
PSP	devL1A	10.5
PSP	devL1LP	6.5
PSP	devLPA	4
PPS	mass	1.5
PPS	eggsize	49.38690313444425
PPS	winglength	1.998
PPS	devL1A	9.5
PPS	devL1LP	5.5
PPS	devLPA	4
PPS	mass	1.7
PPS	eggsize	140.8757942175871
PPS	winglength	1.998
PPS	devL1A	10.5
PPS	devL1LP	5.5
PPS	devLPA	5
PSS	mass	1.4
PSS	eggsize	204.03409713221268
PSS	ovarno	41.0
PSS	winglength	1.999
PSS	devL1A	9.5
PSS	devL1LP	5.5
PSS	devLPA	4
PSP	mass	1.3
PSP	eggsize	106.97141401171172
PSP	winglength	1.999
PSP	devL1A	9.5
PSP	devL1LP	5.5
PSP	devLPA	4
RRR	mass	1.2
RRR	eggsize	140.2486579360436
RRR	winglength	1.999
RRR	devL1A	8.5
RRR	devL1LP	3.5
RRR	devLPA	5
RRR	mass	1.4
RRR	eggsize	162.51161797095025
RRR	ovarno	42.0
RRR	winglength	2.0
RRR	devL1A	7.5
RRR	devL1LP	3.5
RRR	devLPA	4
RRP	mass	1.2
RRP	eggsize	143.7529043374226
RRP	winglength	2.0
RRP	devL1A	9.5
RRP	devL1LP	5.5
RRP	devLPA	4
PPR	mass	1.4
PPR	eggsize	206.59249019715656
PPR	ovarno	36.0
PPR	winglength	2.001
PPR	devL1A	8.5
PPR	devL1LP	4.5
PPR	devLPA	4
RRR	mass	1.5
RRR	eggsize	161.78909231258058
